lemma,n,pos,grc,en,ja,fr,usg_ja,usg_en,cdo
ⲛⲁ,2,PREP,,"to, for (dative)",～に・のために,"à, pour (datif)",前置詞 ⲛⲁ=,dative preposition,
ⲛⲁ,3,V,,"have mercy, pity",憐れむ,avoir pitié,動詞,verb 'to pity',
ⲛⲁⲅⲉⲛⲛⲏⲧⲟⲥ,1,ADJ,Y,unbegotten,非産出の,inengendré,,,
ⲛⲁⲓ,1,PDEM,,these,これら,"ceux-ci, ces",,,
ⲛⲁⲧ,1,PFX,,"the -less, un- (pl.)",無～(複),"sans-, in- (pl.)",,,
ⲛⲁⲧϩⲁⲉⲓⲃⲉⲥ,1,ADJ,,shadowless,影なき,sans ombre,,,
ⲛⲁⲧⲧⲁⲕⲟ,1,ADJ,,imperishable (pl.),不滅の,impérissable (pl.),,,
ⲛⲁⲩ,1,V,,"see, look",見る,"voir, regarder",,,
ⲛⲁⲫⲑⲁⲣⲧⲟⲥ,1,ADJ,Y,incorruptible (pl.),不朽の(複),incorruptible (pl.),,,
ⲛⲉ,1,PRET,,"(imperfect) was, used to",～していた(未完了),(imparfait) était,未完了過去 ⲛⲉ-,imperfect base,
ⲛⲉ,2,COP,,are (plural copula),～である(複数繋辞),sont (copule pl.),複数繋辞,plural copula,
ⲛⲉ,3,POSS,,the …s of (pl. possessive),～のもの(複・所有),les … de,複数所有冠詞 ⲛⲉ-,plural possessive article,
ⲛⲉϩⲓⲟⲙⲉ,1,N,,the women,女たち,les femmes,,,
ⲛⲉⲩ,1,PPOS,,their (pl. noun) / they were,彼らの・彼らは～だった,leur (pl.) / ils étaient,,,
ⲛⲑⲉ,1,ADV,,"like, as, in the manner of",～のように,"comme, à la manière de",,,
ⲛⲓ,1,ART,,"the (pl., dem.)",その・かの(複数),"les, ces (pl., dém.)",,,
ⲛⲓⲙ,1,ADJ,,"every, each; who?",あらゆる・誰,chaque ; qui ?,,,
ⲛⲓⲡⲧⲏⲣϥ,1,N,,"the All (pl.), the universe",万有,"le Tout, l'univers (pl.)",,,
ⲛⲙⲙⲁ,1,PREP,,with (+ suff.),～と共に,avec (+ suff.),,,
ⲛⲟ,1,V,,"throw, cast",投げる,jeter,動詞(ⲛⲟⲩϫⲉ),verb 'throw',
ⲛⲟ,2,ADJ,,be great (cf. ⲛⲟϭ),大いなる(ⲛⲟϭ),être grand (cf. ⲛⲟϭ),形容詞,'great',
ⲛⲟϭ,1,ADJ,,"great, large",大いなる,grand,,,
ⲛⲟⲉⲓ,1,V,Y,"perceive, conceive (νοέω)",思惟する(νοέω),"percevoir, concevoir (νοέω)",,,
ⲛⲟⲓ,1,V,Y,"perceive, think (νοέω)",思惟する,"percevoir, penser (νοέω)",,,
ⲛⲟⲟⲩⲉ,1,N,,"hours, times",時々,"heures, temps",,,
ⲛⲟⲩⲥ,1,N,Y,"mind, intellect (νοῦς)",知性・ヌース(νοῦς),"intellect, Noûs (νοῦς)",,,
ⲛⲟⲩⲧⲉ,1,N,,god,神,dieu,,,
ⲛⲣⲁⲙⲏⲧ,1,NUM,,thirties / thirty,三十(複),trentaines / trente,,,
ⲛⲥⲁ,1,PREP,,"after, behind, for",～の後・を求めて,"après, derrière ; en quête de",,,
ⲛⲥⲱ,1,PREP,,"after, behind (him)",～の後を,"après, derrière (lui)",,,
ⲛⲧ,1,REL,,who/which (did) [rel. past],～した(関係過去),qui (a) fait (rel. passé),,,
ⲛⲧⲁ,1,REL,,which (one) did,～した(関係),qui fit (rel. passé),,,
ⲛⲧⲁϩ,1,REL,,which did (rel. past),～した(関係過去),qui fit (rel. passé),,,
ⲛⲧⲁⲉⲓⲣ,1,REL,,which I did/have,私が～した,que j'ai fait,,,
ⲛⲧⲁⲩ,1,REL,,which they did,彼らが～した,qu'ils firent,,,
ⲛⲧⲉ,1,PREP,,of (genitive) / belonging to,～の(属格),de (génitif),,,
ⲛⲧⲉⲉⲓϩⲉ,1,ADV,,"thus, in this way",このように,"ainsi, de cette manière",,,
ⲛⲧⲛ,1,PREP,,"from, by, with",～から・によって,"de, par, auprès de",,,
ⲛⲧⲟϥ,1,PPER,,he (himself),彼自身,lui (-même),,,
ⲛⲧⲟⲕ,1,PPER,,"you (m., yourself)",あなた自身(男),"toi (m., toi-même)",,,
ⲛⲧⲟⲟⲧ,1,PREP,,"from the hand of, by",～の手から・によって,"de la main de, par",,,
ⲛⲧⲟⲟⲩ,1,PPER,,they (themselves),彼ら自身,eux (-mêmes),,,
ⲟ,1,VSTAT,,being (qual. of 'to be/do'),～である(状態),étant (statif d'« être/faire »),,,
ⲟⲛ,1,ADV,,"again, also",再び・また,"de nouveau, aussi",,,
ⲟⲛⲟⲙⲁ,1,V,Y,name (ὀνομάζω),名づける(ὀνομάζω),nommer (ὀνομάζω),,,
ⲟⲩ,1,ART,,"a, an (indef.)",ある(不定冠詞),"un, une (indéf.)",,,
ⲟⲩϫⲁⲓ,1,N,,"salvation, health",救い・健康,"salut, santé",,,
ⲟⲩⲁ,1,NUM,,one; (a) single,一・単一,un ; unique,,,
ⲟⲩⲁⲛϩ,1,VSTAT,,"manifest, revealed",顕わな・現れた,"manifeste, révélé (statif)",,,
ⲟⲩⲁⲧ,1,PFX,,"a -less, un- (indef.)",無～(不定),"sans-, in- (indéf.)",,,
ⲟⲩⲇⲉ,1,CONJ,Y,"neither, nor (οὐδέ)",～も…ない(οὐδέ),ni (οὐδέ),,,
ⲟⲩⲉϣ,1,V,,"wish, want",望む,"vouloir, désirer",,,
ⲟⲩⲉⲓ,1,NUM,,"one (of), single one",一つ,un (seul),,,
ⲟⲩⲟⲉⲓ,1,N,,"course, rush; woe",進路／災い,"course, élan ; malheur",,,
ⲟⲩⲟⲉⲓⲛ,1,N,,light,光,lumière,,,
ⲟⲩⲟⲛ,1,N,,"someone, some; that which",ある者・もの,quelqu'un ; ce qui,,,
ⲟⲩⲥⲓⲁ,1,N,Y,"essence, being (οὐσία)",本質・ウーシア(οὐσία),essence (οὐσία),,,
ⲟⲩⲱϣ,1,V,,"wish, want, love",望む・愛する,"vouloir, aimer",,,
ⲟⲩⲱϣⲃ,1,V,,"answer, reply",答える,répondre,,,
ⲟⲩⲱϣⲉ,1,V,,"wish, desire",望む,"vouloir, désirer",,,
ⲟⲩⲱⲛϩ,1,V,,"appear, reveal, manifest",現れる・顕わにする,"paraître, révéler, manifester",,,
ⲡ,1,ART,,the (m.),その(男),le (m.),,,
ⲡϫⲟⲉⲓⲥ,1,N,,the Lord,主,le Seigneur,,,
ⲡⲁ,1,PPOS,,the one of (m.),～のもの(男),celui de (m.),,,
ⲡⲁⲅⲉⲛ,1,N,Y,the Un(begotten) [pt.],非産出(部分),l'In(engendré) [partie],,,
ⲡⲁⲅⲉⲛⲛⲏⲧⲟⲥ,1,N,Y,the Unbegotten,非産出者,l'Inengendré,,,
ⲡⲁⲓ,1,PDEM,,this (m.),これ(男),ceci (m.),,,
ⲡⲁⲛⲅⲉⲛ,1,N,Y,All-begetter [pt.] (παν-),万物産出(部分),Engendreur-de-tout (παν-) [partie],,,
ⲡⲁⲛⲥⲟⲫⲟⲥ,1,ADJ,Y,all-wise (πάνσοφος),全知の(πάνσοφος),toute-sage (πάνσοφος),,,
ⲡⲁⲣⲁⲇⲓⲇⲟⲩ,1,V,Y,hand over (παραδίδωμι),引き渡す(παραδίδωμι),"livrer, transmettre (παραδίδωμι)",,,
ⲡⲁⲣⲑⲉⲛⲟⲥ,1,N,Y,virgin (παρθένος),処女(παρθένος),vierge (παρθένος),,,
ⲡⲁⲧⲱⲣ,1,N,Y,-father / Father (πατήρ),父(πατήρ),-père / Père (πατήρ),,,
ⲡⲁⲩⲧⲟⲅⲉⲛ,1,N,Y,the Self-begetter [pt.],自生・自産(部分),l'Auto-engendreur [partie],,,
ⲡⲉ,1,COP,,is (m./neutral copula),～である(男・中性繋辞),est (copule m.),繋辞,copula,
ⲡⲉ,2,N,,"heaven, sky",天,ciel,名詞,noun 'heaven',
ⲡⲉϥ,1,PPOS,,his,彼の,son (à lui),,,
ⲡⲉϩⲟⲩⲉⲓⲧ,1,NUM,,the first,最初の・第一の,le premier,,,
ⲡⲉϫⲁ,1,V,,said (he/she),～は言った,(il/elle) dit,,,
ⲡⲉⲉⲓ,1,PDEM,,this (m.),この(男),celui-ci (m.),,,
ⲡⲉⲉⲓⲙⲁ,1,ADV,,"this place, here",この場所・ここ,"ce lieu, ici",,,
ⲡⲉⲡⲣⲱⲧⲟⲅⲉⲛ,1,N,Y,the First-begetter [pt.],最初の産出者(部分),le Premier-engendreur [partie],,,
ⲡⲉⲩ,1,PPOS,,their,彼らの,leur,,,
ⲡⲏⲅⲏ,1,N,Y,"spring, source (πηγή)",泉・源(πηγή),source (πηγή),,,
ⲡⲓ,1,ART,,"the (m., dem.)",その・かの(男),"le, ce (m., dém.)",,,
ⲡⲓⲁⲧ,1,ADJ,,"the un-, the -less (m.)",かの無～(男),"le sans-, l'in- (m.)",,,
ⲡⲓⲥⲧⲉⲩⲉ,1,V,Y,believe (πιστεύω),信じる(πιστεύω),croire (πιστεύω),,,
ⲡⲓⲥⲧⲓⲥ,1,N,Y,"Faith, Pistis (πίστις)",信仰・ピスティス(πίστις),"Foi, Pistis (πίστις)",,,
ⲡⲗⲁⲛⲁ,1,V,Y,"err, go astray (πλανάω)",迷う(πλανάω),s'égarer (πλανάω),,,
ⲡⲗⲁⲛⲏ,1,N,Y,"error, wandering (πλάνη)",迷い・誤り(πλάνη),"erreur, égarement (πλάνη)",,,
ⲡⲛⲁ,1,N,Y,"spirit (πνεῦμα, abbr.)",霊(略記),"esprit (πνεῦμα, abr.)",,,
ⲡⲛⲉⲩⲙⲁ,1,N,Y,spirit (πνεῦμα),霊(πνεῦμα),esprit (πνεῦμα),,,
ⲡⲛⲉⲩⲙⲁⲧⲓⲕⲟⲛ,1,ADJ,Y,spiritual (πνευματικόν),霊的な(πνευματικόν),spirituel (πνευματικόν),,,
ⲡⲣⲟⲛⲟⲓⲁ,1,N,Y,providence (πρόνοια),摂理・プロノイア(πρόνοια),providence (πρόνοια),,,
ⲡⲣⲟⲡⲁⲧⲱⲣ,1,N,Y,Forefather (προπάτωρ),先在の父・プロパトール(προπάτωρ),"Propatôr, Père préexistant (προπάτωρ)",,,
ⲡⲣⲟⲥ,1,PREP,Y,"according to, toward (πρός)",～に応じて(πρός),"selon, vers (πρός)",,,
ⲡⲣⲟⲫⲏⲧⲏⲥ,1,N,Y,prophet (προφήτης),預言者(προφήτης),prophète (προφήτης),,,
ⲡⲣⲱⲧⲟⲅⲉⲛ,1,N,Y,First-begetter [pt.] (πρωτο-),最初の産出(部分),Premier-engendreur (πρωτο-) [partie],,,
ⲡⲣⲱⲧⲟⲅⲉⲛⲉⲧⲟⲣ,1,N,Y,First-begetter,原初産出者,Premier-engendreur,,,
ⲡⲣⲱⲧⲟⲅⲉⲛⲉⲧⲱⲣ,1,N,Y,First-begetter (πρωτογενέτωρ),原初産出者,Premier-engendreur (πρωτογενέτωρ),,,
ⲡⲧⲏⲣϥ,1,N,,"the All, the universe",万有・全体,"le Tout, l'univers",,,
ⲡⲱ,1,PPOS,,that which is (one's own),～のもの(所有),ce qui est (propre à),,,
ⲣ,1,V,,"do, make, become",行う・なる,"faire, devenir",,,
ⲣⲁϣⲉ,1,V,,rejoice; joy,喜ぶ・喜び,se réjouir ; joie,,,
ⲣⲁϣⲟ,1,N,,"multiplications, manifold",倍・多数,"multiplications, multiple",,,
ⲣⲁⲙⲏⲧ,1,NUM,,thirty,三十,trente,,,
ⲣⲁⲛ,1,N,,name,名,nom,,,
ⲣⲉⲥⲓⲁ,1,N,Y,-(hype)resia [pt.],奉仕(部分),(hypé)résia [partie],,,
ⲣⲉⲱⲙⲁ,1,N,Y,firmament [pt.] (στερέωμα),蒼穹(部分),firmament (στερέωμα) [partie],,,
ⲣⲓ,1,V,,"do, make (var.)",行う(異形),faire (var.),,,
ⲣⲛ,1,N,,name (of),～の名,nom (de),,,
ⲣⲟⲙⲡⲉ,1,N,,year,年,année,,,
ⲣⲣⲟ,1,N,,king; (ⲣ̄ⲣⲟ) to reign,王／統べる,roi ; régner,,,
ⲣⲱ,1,PTC,,"indeed, at all (emphatic)",実に(強調),"en effet, vraiment (emphase)",,,
ⲣⲱⲙⲉ,1,N,,"man, human, person",人・人間,"homme, être humain",,,
ⲥ,1,PPER,,"she, her, it (f.)",彼女・それ(女),"elle, la (f.)",,,
ⲥϩⲓⲙⲉ,1,N,,"woman, female",女・女性,"femme, féminin",,,
ⲥⲁ,1,N,,side; part,側・部分,côté ; partie,名詞,noun 'side',
ⲥⲁ,2,PREP,,"toward, on the side of",～の方へ,"vers, du côté de",前置詞的,directional,
ⲥⲓⲅⲏ,1,N,Y,silence (σιγή),沈黙・シゲー(σιγή),"silence, Sigê (σιγή)",,,
ⲥⲙⲏ,1,N,,"voice, sound",声・音,"voix, son",,,
ⲥⲙⲟⲧ,1,N,,"form, likeness, manner",形・様式,"forme, manière",,,
ⲥⲛⲁⲩ,1,NUM,,two,二,deux,,,
ⲥⲛⲟⲟⲩⲥ,1,NUM,,twelve (in 'ten-two'),十二(の二),douze (dans « dix-deux »),,,
ⲥⲛⲧⲉ,1,NUM,,two (f.),二(女),deux (f.),,,
ⲥⲟ,1,NUM,,six (var.),六(異形),six (var.),,,
ⲥⲟⲉ,1,NUM,,"sixfold, sixes",六(倍),"sextuple, six",,,
ⲥⲟⲟⲩ,1,NUM,,six,六,six,,,
ⲥⲟⲟⲩⲛ,1,V,,know; knowledge,知る・知識,connaître ; connaissance,,,
ⲥⲟⲧⲙ,1,V,,hear,聞く,entendre,,,
ⲥⲟⲩⲥⲟⲩ,1,N,,"moment, instant",瞬間,"moment, instant",,,
ⲥⲟⲩⲱⲛ,1,V,,"know, recognise",知る・認める,"connaître, reconnaître",,,
ⲥⲟⲫⲓⲁ,1,N,Y,"Wisdom, Sophia (σοφία)",知恵・ソフィア(σοφία),"Sagesse, Sophia (σοφία)",,,
ⲥⲟⲫⲟⲥ,1,ADJ,Y,wise (σοφός),賢い(σοφός),sage (σοφός),,,
ⲥⲧⲉⲣⲉⲱⲙⲁ,1,N,Y,firmament (στερέωμα),蒼穹・天蓋(στερέωμα),firmament (στερέωμα),,,
ⲥⲧⲣⲁⲧⲓⲁ,1,N,Y,"host, army (στρατιά)",軍勢(στρατιά),"armée, multitude (στρατιά)",,,
ⲥⲩⲙⲫⲱⲛⲉⲓ,1,V,Y,"agree, harmonise (συμφωνέω)",一致する(συμφωνέω),"s'accorder, s'harmoniser (συμφωνέω)",,,
ⲥⲩⲙⲫⲱⲛⲏⲥⲓⲥ,1,N,Y,"agreement, harmony (συμφώνησις)",調和・合意(συμφώνησις),"accord, harmonie (συμφώνησις)",,,
ⲥⲩⲙⲫⲱⲛⲓ,1,V,Y,agree (συμφωνέω),一致する,s'accorder (συμφωνέω),,,
ⲥⲩⲛⲍⲩⲅⲟⲥ,1,N,Y,"consort, syzygos (σύζυγος)",対の伴侶・シュジュゴス(σύζυγος),"conjoint, syzygos (σύζυγος)",,,
ⲥⲩⲛⲩⲅⲟⲥ,1,N,Y,"consort, syzygos (σύζυγος)",対の伴侶(σύζυγος),"conjoint, syzygos (σύζυγος)",,,
ⲥⲩⲛⲫⲱⲛⲏ,1,N,Y,harmony [pt.] (συμφωνία),調和(部分),harmonie (συμφωνία) [partie],,,
ⲥⲱⲛⲧ,1,V,,"create; creation, creature",創る・被造物,créer ; créature,,,
ⲥⲱⲧⲏⲣ,1,N,Y,Saviour (σωτήρ),救済者(σωτήρ),Sauveur (σωτήρ),,,
ⲥⲱⲧⲙ,1,V,,hear,聞く,entendre,,,
ⲧ,1,ART,,the (f.),その(女),la (f.),,,
ⲧϣⲙⲧ,1,NUM,,three-hundred (in 360),三百(複合),trois-cents (dans 360),,,
ⲧϣⲟⲟⲡ,1,VSTAT,,existing (rel.),存在する(関係),existant (rel.),,,
ⲧⲁ,1,PPOS,,my / the one of (f.),私の・～のもの(女),mon / celle de (f.),,,
ⲧⲁϩⲟ,1,V,,"reach, attain, set up",到達する・据える,"atteindre, établir",,,
ⲧⲁⲓ,1,PDEM,,this (f.),これ(女),ceci (f.),,,
ⲧⲁⲕⲟ,1,V,,"perish, destroy; destruction",滅びる・破壊,"périr, détruire ; destruction",,,
ⲧⲁⲙⲓⲟ,1,V,,"make, create, fashion",造る・形作る,"façonner, créer",,,
ⲧⲁⲛⲟ,1,V,,"make known, declare",知らせる・告げる,"faire connaître, annoncer",,,
ⲧⲃⲁ,1,NUM,,"ten thousand, myriad",一万・無数,"myriade, dix-mille",,,
ⲧⲉ,1,COP,,is (f. copula),～である(女繋辞),est (copule f.),繋辞,copula,
ⲧⲉ,2,POSS,,the … of (f. possessive),～の(女・所有),la … de,所有冠詞 ⲧⲉ-,possessive article,
ⲧⲉϥ,1,PPOS,,his (f. noun),彼の(女名詞),son (nom f.),,,
ⲧⲉⲉⲓϩⲉ,1,ADV,,"this way, thus",このように,"de cette façon, ainsi",,,
ⲧⲉⲗⲉⲓⲟⲥ,1,ADJ,Y,"perfect, complete (τέλειος)",完全な(τέλειος),parfait (τέλειος),,,
ⲧⲉⲗⲏⲗ,1,V,,"exult, be glad; gladness",歓喜する・喜び,exulter ; allégresse,,,
ⲧⲉⲗⲓⲟⲥ,1,ADJ,Y,perfect (τέλειος),完全な(τέλειος),parfait (τέλειος),,,
ⲧⲉⲣⲟⲙⲡⲉ,1,N,,the year,その年,l'année,,,
ⲧⲏⲣ,1,ADJ,,"all, whole, entire",全て・全体,"tout, entier",,,
ⲧⲙⲛⲧⲛⲟⲩⲧⲉ,1,N,,the divinity,神性,la divinité,,,
ⲧⲛ,1,PPER,,"we, us / you (pl.)",我ら／あなたがた,nous / vous (pl.),,,
ⲧⲟⲡⲟⲥ,1,N,Y,place (τόπος),場所(τόπος),lieu (τόπος),,,
ⲧⲣⲓⲁⲥ,1,N,Y,triad (τριάς),トリアス・三者(τριάς),triade (τριάς),,,
ⲧⲥⲁⲃⲟ,1,V,,"teach, show",教える・示す,"enseigner, montrer",,,
ⲧⲥⲁⲛⲟ,1,V,,"set up, adorn, establish",整える・立てる,"disposer, établir, orner",,,
ⲧⲩⲡⲟⲥ,1,N,Y,"type, pattern (τύπος)",型・原型(τύπος),"type, modèle (τύπος)",,,
ⲧⲱⲟⲩⲛ,1,V,,"rise, raise; arouse",起こす・立ち上がる,"se lever, dresser ; susciter",,,
ⲩ,1,PPER,,"they, them",彼ら・それら,"ils, eux",,,
ⲩⲅⲛⲱⲥⲧⲟⲥ,1,NPROP,Y,(Eu)gnostos [pt.],エウグノストス(部分),(Eu)gnostos [partie],,,
ⲩⲕⲟⲥⲙⲟⲥ,1,N,Y,world (κόσμος) [w/ poss.],世界(所有付),monde (κόσμος) [avec poss.],,,
ⲩⲡⲟⲧⲁⲅⲏ,1,N,Y,subjection (ὑποταγή),従属(ὑποταγή),soumission (ὑποταγή),,,
ⲫⲓⲁ,1,N,Y,-(So)phia [pt.],ソフィア(部分),(So)phia [partie],,,
ⲫⲓⲗⲟⲥⲟⲫⲟⲥ,1,N,Y,philosopher (φιλόσοφος),哲学者(φιλόσοφος),philosophe (φιλόσοφος),,,
ⲫⲣⲟⲛⲏⲥⲓⲥ,1,N,Y,prudence (φρόνησις),思慮(φρόνησις),prudence (φρόνησις),,,
ⲫⲩⲥⲓⲥ,1,N,Y,nature (φύσις),本性・自然(φύσις),nature (φύσις),,,
ⲭⲁⲟⲥ,1,N,Y,chaos (χάος),カオス・混沌(χάος),chaos (χάος),,,
ⲭⲣⲟⲛⲟⲥ,1,N,Y,time (χρόνος),時・クロノス(χρόνος),temps (χρόνος),,,
ⲯⲟⲩⲥⲓⲁ,1,N,Y,authority [pt.] (ἐξουσία),権能(部分),autorité (ἐξουσία) [partie],,,
ⲱ,1,INTERJ,,O! (vocative),おお(呼格),ô ! (vocatif),間投詞,vocative,
ⲱ,2,CONJ,,or,あるいは,ou bien,接続詞,'or',
ⲱⲛϩ,1,V,,live; life,生きる・生命,vivre ; vie,,,
.....ⲡⲣ......ⲥ,1,X,,,,,,,
..ⲟⲗ,1,X,,,,,,,
[....]ϫⲉ,1,X,,,,,,,
[....]ⲥⲧⲁ,1,X,,,,,,,
[...]ⲛ,1,X,,,,,,,
[...]ⲟⲧⲡ,1,X,,,,,,,
[..]ⲁⲩ,1,X,,,,,,,
[..]ⲥⲃⲱ,1,X,,,,,,,
ϣϣⲉ,1,V,,"be fitting, necessary",ふさわしい・べきだ,"convenir, falloir",,,
ϣϭⲟⲙ,1,N,,"power, strength; be able",力,force ; pouvoir,,,
ϣⲁϣⲧ,1,N,,,,,,,
ϣⲁϩⲣⲁⲓ,1,ADV,,"up to, as far as",～に至るまで,jusqu'à,,,
ϣⲁⲓ,1,N,,,,,,,
ϣⲁⲛⲧⲉ,1,AUX,,until (limitative),～するまで,jusqu'à ce que,,,
ϣⲁⲡ,1,V,,,,,,,
ϣⲃⲏⲣ,1,N,,"friend, companion",友,"ami, compagnon",,,
ϣⲃⲣⲣϩⲱⲃ,1,N,,,,,,,
ϣⲉⲉⲣⲉ,1,N,,daughter,娘,fille,,,
ϣⲉⲗⲉⲉⲧ,1,N,,,,,,,
ϣⲏⲙ,1,N,,"small, little",小さい,petit,,,
ϣⲏⲛ,1,N,,tree,木,arbre,,,
ϣⲓ,1,V,,,,,,,
ϣⲓⲡⲉ,1,V,,be ashamed,恥じる,avoir honte,,,
ϣⲓⲧⲉ,1,V,,,,,,,
ϣⲗⲏⲗ,1,V,,pray,祈る,prier,,,
ϣⲗⲧⲁⲙ,1,N,,,,,,,
ϣⲙϣⲉ,1,V,,,,,,,
ϣⲙⲙⲟ,1,N,,"stranger, foreigner",寄留者,étranger,,,
ϣⲟϫⲛⲉ,1,N,,"counsel, plan",計画・助言,"conseil, dessein",,,
ϣⲟϫⲧ,1,V,,,,,,,
ϣⲟⲙⲧ,1,NUM,,three,三,trois,,,
ϣⲟⲛⲧⲉ,1,N,,thorn,いばら,épine,,,
ϣⲟⲟⲩⲉ,1,V,,,,,,,
ϣⲟⲣϣⲣ,1,V,,"overthrow, destroy",覆す・壊す,"renverser, détruire",,,
ϣⲟⲧⲉ,1,N,,,,,,,
ϣⲟⲩⲟ,1,VSTAT,,pour out; be empty (stat.),注ぐ・空（状態）,verser ; vide (statif),,,
ϣⲡϩⲁϩ,1,V,,,,,,,
ϣⲡϩⲓⲥⲉ,1,V,,"toil, suffer",苦労する,peiner,,,
ϣⲡϩⲙⲟⲧ,1,V,,,,,,,
ϣⲡⲏⲣⲉ,1,N,,"wonder, marvel",驚き,merveille,,,
ϣⲣⲡⲉⲓⲙⲉ,1,V,,,,,,,
ϣⲧⲁⲙ,1,V,,,,,,,
ϣⲧⲏⲛ,1,N,,"tunic, garment",衣,tunique,,,
ϣⲧⲟⲣⲧⲣ,1,V,,"be troubled, disturb",乱す・動揺する,troubler,,,
ϣⲱϣ,1,VSTAT,,,,,,,
ϣⲱϥ,1,VSTAT,,,,,,,
ϣⲱϥⲧ,1,V,,,,,,,
ϣⲱⲗⲙ,1,V,,,,,,,
ϣⲱⲙ,1,N,,garden? oven?; (see ctx),かまど,four,,,
ϣⲱⲛⲉ,1,N,,"sickness, illness",病,maladie,,,
ϣⲱⲡ,1,VSTAT,,receive; be received (stat.),受ける,recevoir,,,
ϣⲱⲣⲡ,1,N,,"morning, dawn",朝,matin,,,
ϣⲱⲥ,1,N,,,,,,,
ϣⲱⲧ,1,N,,"lack, be wanting; merchant",欠ける・商人,manquer ; marchand,,,
ϣⲱⲧⲉ,1,N,,,,,,,
ϣⲱⲱⲧ,1,V,,,,,,,
ϥⲓ,1,V,,"carry, take away, bear",運ぶ・取り去る,"porter, enlever",,,
ϥⲓⲣⲟⲟⲩϣ,1,V,,"care for, be anxious",心配する,se soucier,,,
ϥⲛⲧ,1,N,,worm,虫,ver,,,
ϥⲱⲧⲉ,1,V,,,,,,,
ϩϫⲟⲡϫⲡ,1,V,,,,,,,
ϩⲁϩ,1,N,,"many, a multitude",多く,beaucoup,,,
ϩⲁⲓ,1,N,,,,,,,
ϩⲁⲗⲏⲧ,1,N,,bird,鳥,oiseau,,,
ϩⲁⲣⲁⲧ,1,PREP,,"under, at the feet of",～の足下に,"sous, aux pieds de",,,
ϩⲁⲣⲉϩ,1,V,,"keep, guard",守る,garder,,,
ϩⲁⲥ,1,V,,,,,,,
ϩⲁⲧⲛ,1,PREP,,"beside, near, with",～のそばに,auprès de,,,
ϩⲃⲟⲩⲣ,1,N,,,,,,,
ϩⲃⲥⲱ,1,N,,,,,,,
ϩⲉⲑⲛⲟⲥ,1,N,Y,,,,,,
ϩⲉⲣⲙⲏⲛⲉⲓⲁ,1,N,Y,,,,,,
ϩⲏ[..]ⲉ,1,X,,,,,,,
ϩⲏⲃⲥ,1,N,,,,,,,
ϩⲏⲅⲉⲙⲱⲛ,1,N,Y,governor (ἡγεμών),総督,gouverneur (ἡγεμών),,,
ϩⲏⲏⲧⲉ,1,PTC,,"behold, lo",見よ,voici,,,
ϩⲏⲕⲉ,1,N,,,,,,,
ϩⲏⲙⲉⲣⲁ,1,N,Y,,,,,,
ϩⲓⲉⲓⲃ,1,N,,lamb,子羊,agneau,,,
ϩⲓⲉⲓⲧ,1,N,,,,,,,
ϩⲓⲏ,1,N,,"road, way",道,chemin,,,
ϩⲓⲕⲱⲛ,1,N,Y,image (εἰκών),像,image (εἰκών),,,
ϩⲓⲛⲁ,1,CONJ,Y,in order that (ἵνα),～するために,afin que (ἵνα),,,
ϩⲓⲟⲩⲉ,1,V,,"strike, throw, cast",打つ・投げる,"frapper, jeter",,,
ϩⲓⲣⲛ,1,PREP,,,,,,,
ϩⲓⲣⲟⲩϩⲉ,1,N,,,,,,,
ϩⲓⲥⲉ,1,N,,"toil, suffering",労苦,"peine, labeur",,,
ϩⲓⲧⲟⲩⲛ,1,PREP,,,,,,,
ϩⲓⲱⲧ,1,PREP,,,,,,,
ϩⲕⲟ,1,VSTAT,,,,,,,
ϩⲗⲗⲟ,1,N,,"old man, monk",老人・修道士,"vieillard, moine",,,
ϩⲗⲗⲱ,1,N,,,,,,,
ϩⲙϩⲁⲗ,1,N,,"servant, slave",僕・奴隷,"serviteur, esclave",,,
ϩⲙϩⲙ,1,V,,,,,,,
ϩⲙⲟⲟⲥ,1,V,,"sit, dwell",座る・住む,"s'asseoir, demeurer",,,
ϩⲙⲟⲧ,1,N,,"grace, favour, gift",恵み,grâce,,,
ϩⲛⲁ,1,V,,,,,,,
ϩⲛⲁⲁⲩ,1,N,,,,,,,
ϩⲛⲁⲩ,1,N,,,,,,,
ϩⲛⲉ,1,N,,"will, wish",意志,volonté,,,
ϩⲟ,1,N,,face,顔,visage,,,
ϩⲟϥ,1,N,,,,,,,
ϩⲟⲉⲓⲛⲉ,1,N,,,,,,,
ϩⲟⲗⲱⲥ,1,ADV,Y,,,,,,
ϩⲟⲙⲧ,1,N,,"copper, bronze, money",銅・金銭,"cuivre, argent",,,
ϩⲟⲧⲁⲛ,1,CONJ,Y,"when, whenever (ὅταν)",～する時はいつも,quand (ὅταν),,,
ϩⲟⲧⲉ,1,N,,,,,,,
ϩⲟⲧⲓ,1,CONJ,Y,,,,,,
ϩⲟⲧⲡ,1,V,,,,,,,
ϩⲟⲩⲛ,1,N,,"inside, interior",内側,intérieur,,,
ϩⲟⲩⲟ,1,N,,"more, excess",より多く・過多,"plus, excès",,,
ϩⲣⲁⲓ,1,ADV,,up; below; (in) (adverbial),上へ・下へ,en haut ; en bas,,,
ϩⲣⲁⲭⲏⲗ,1,NPROP,,Rachel,ラケル,Rachel,,,
ϩⲣⲉ,1,N,,,,,,,
